Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
AYI	Acuity Brands Inc	Consumer Durables	Building Products	21.36	7.43	0.33	41905600	0.52	0.88	1.9	4.01
AYR	Aircastle Ltd	Technology	Diversified Commercial Services	13.82	1.66	4.54	78568310	1.04	2.18	2.19	0.98
AYX	Alteryx Inc			0	-0.72	0	58955900	0	-2.27	12.15	8.57
AZN	Astrazeneca Plc	Consumer Durables	Major Pharmaceuticals	21.97	1.52	2.68	2532099000	0.9	2.37	3.91	6.22
AZO	Autozone	Consumer Services	Other Specialty Stores	13.23	44.07	0	27830650	0	1.25	1.51	0
AZRE	Azure Power Global Ltd			0	-0.77	0	25936130	0	0	5.07	1.92
AZUL	Azul S.A. ADR			96.7	0.28	0	110011000	0	0	1.31	4.09
AZZ	Azz Inc	Consumer Durables	Building Products	24.39	1.97	1.43	26014570	0.68	2.46	1.5	2.26
B	Barnes Group	Capital Goods	Metal Fabrications	23.4	2.86	0.78	53803620	0.56	2.28	2.88	2.97
BA	Boeing Company	Capital Goods	Aerospace	22.47	11.41	2.19	591086300	5.68	1.36	1.69	0
BABA	Alibaba Group Holding Ltd			58.46	3.01	0	2543003000	0	47.39	16.05	9.47
BAC	Bank of America Corp	Finance	Major Banks	15.91	1.75	1.73	10516550000	0.48	1.36	3.48	1.16
BAC-A	Bank of America Corp			0	0	0	0	0	0	0	0
BAC-C	Bank of America Corp			0	0	0	0	0	0	0	0
BAC-D	Bac Dep Share D			0	0	0	0	0	0	0	0
BAC-E	Bank Amer Corp Dep R			0	0	0	0	0	0	0	0
BAC-I	Bank Amer Corp Pfd			0	0	0	0	0	0	0	0
BAC-L	Bank Amer Pfd Ser L			0	0	0	0	0	0	0	0
BAC-W	Bank of America Corp			0	0	0	0	0	0	0	0
BAC-Y	Bank of America Corp	Finance	Major Banks	0	0	0	0	0	0	0	0
BAC.A	Bank of America Corporation Bac			0	0	0	0	0	0	0	0
BAC.B	Bank of America Corporation Bac			0	0	0	0	0	0	0	0
BAF	Blackrock Income Inv Quality Trust	Finance	Closed-End Fund - Debt	0	0.05	0	0	0	0	0	0
BAH	Booz Allen Hamilton Holding Corp	Consumer Services	Professional Services	21.54	1.74	1.81	148641500	0.68	2.24	0.95	9.3
BAK	Braskem S.A.	Basic Industries	Major Chemicals	29.61	0.99	0	398157600	0	-1.18	0.75	5.66
BAM	Brookfield Asset Management Inc	Consumer Services	Building operators	32.44	1.29	1.35	958622300	0.56	6.14	1.33	1.78
BAN-C	Banc of California Inc Deposi			0	0	0	0	0	0	0	0
BAN-D	Bank of California Inc Pref Share Series D			0	0	0	0	0	0	0	0
BAN-E	Banc of California Inc			0	0	0	0	0	0	0	0
BANC	First Pactrust Bancorp			14.52	1.5	2.44	47926270	0.52	2.21	1.94	1.38
BAP	Credicorp Ltd	Finance	Commercial Banks	0	11.51	1.83	79464540	3.78	1.15	0	0
BAS	Basic Energy Services	Energy	Oilfield Services/Equipment	0	-0.38	0	24663790	0	0.21	0.59	1.13
BAX	Baxter International Inc	Health Care	Medical/Dental Instruments	39.85	1.65	0.99	544914800	0.64	2.01	3.44	3.85
BB	Blackberry Ltd			11.25	0.97	0	530402300	0	0	0	0
BBD	Banco Bradesco S.A.	Finance	Major Banks	12.1	0.91	0.64	6085377000	0.07	0.85	2.94	1.97
BBDO	Banco Bradesco S.A.			11.51	0.91	0.72	6085005000	0.07	0	2.72	1.82
BBF	Blackrock Muni Income Trust	Finance	Closed-End Fund - Debt	0	-0.25	0	0	0	0	0	0
BBG	Bill Barrett Corp	Energy	Oil & Gas Production	0	-1.58	0	74880630	0	-0.19	1.67	0.59
BBK	Blackrock Muni Trust	Finance	Closed-End Fund - Debt	0	-0.03	0	0	0	0	0	0
BBL	Bhp Billiton Plc	Energy	Coal Mining	16.29	2.21	4.76	2661940000	1.72	0	2.49	1.68
BBN	Balckrock Build America Trust			0	0	0	0	0	0	0	0
BBT	BB&T Corp	Finance	Major Banks	18.19	2.68	2.71	808165800	1.32	2.83	3.71	1.44
BBT-D	BB&T Corp			0	0	0	0	0	0	0	0
BBT-E	BB&T Corp			0	0	0	0	0	0	0	0
BBT-F	BB&T Corp			0	0	0	0	0	0	0	0
BBT-G	BB&T Corporation Ser G			0	0	0	0	0	0	0	0
BBT-H	BB&T Corp			0	0	0	0	0	0	0	0
BBU	Brookfield Business Partners LP			96.34	0.31	0.86	107869700	0.25	-0.5	0.28	2.56
BBVA	Banco Bilbao Viscaya Argentaria S.A.	Finance	Commercial Banks	12.25	0.68	5.1	6659856000	0.42	0	2.21	1
BBW	Build-A-Bear Workshop	Consumer Services	Recreational Products/Toys	38.43	0.22	0	15663860	0	0.55	0.37	1.3
BBX	Bbx Capital Corp	Finance	Savings Institutions	15.14	0.53	0.4	101675400	0.03	0	1.05	1.6
BBY	Best Buy Co	Consumer Services	Consumer Electronics/Video Chains	14.61	3.78	2.43	299094200	1.36	1.12	0.42	3.86
BC	Brunswick Corp	Energy	Industrial Machinery/Components	15.86	3.15	1.56	88800000	0.76	0.81	0.92	2.79
BCC	Boise Cascade L.L.C.			29.37	1.19	0	38626610	0	1.1	0.33	2.21
BCE	BCE Inc	Public Utilities	Telecommunications Equipment	17.42	2.67	4.98	900280000	2.3	8.55	2.28	3.43
BCEI	Bonanza Creek Energy Inc			0	-10.17	0	20428880	0	2.5	3.25	0.91
BCH	Banco De Chile	Finance	Commercial Banks	16.86	5.4	2.83	166977900	2.57	1.95	6.57	3.09
BCO	Brink's Company	Transportation	Oil Refining/Marketing	47.32	1.68	0.77	50440250	0.6	2.58	1.25	9.3
BCRH	Blue Capital Reinsurance Holdi			7.15	1.84	9.13	8761217	1.2	1.16	2.8	0.63
BCS	Barclays Plc	Finance	Commercial Banks	0	-0.17	2.16	4262994000	0.2	0	1.54	0.48
BCS-D	Barclays Bank Plc			0	0	0	0	0	0	0	0
BCX	Blackrock Resources			0	0	0	0	0	0	0	0
BDC	Belden Inc	Basic Industries	Telecommunications Equipment	34.78	2.3	0.25	42255280	0.2	2.06	1.44	2.31
BDC-B	Belden Inc			0	0	0	0	0	0	0	0
BDJ	Blackrock Enhanced Dividend Achievers	Finance	Closed-End Fund - Debt	0	1.08	0	0	0	0	0	0
BDN	Brandywine Realty Trust	Consumer Services	Real Estate Investment Trusts	198.18	0.09	3.67	174311900	0.64	21.95	5.92	1.74
BDX	Becton Dickinson and Company	Health Care	Medical/Dental Instruments	60.85	3.45	1.39	227558300	2.92	2.05	3.93	3.79
BDXA	Becton Dickinson & Co			16.53	3.45	0	227535500	0	0	1.07	1.03
BEDU	Bright Scholar Education Holdings Ltd			90.43	0.25	0	102272700	0	36.4	11.81	11.49
BEL	Belmond Ltd			220	0.06	0	102272700	0	12.26	2.37	1.9
BEN	Franklin Resources	Finance	Investment Managers	13.95	3.07	1.82	557602600	0.8	3.1	3.84	1.98
BEP	Brookfield Renewable	Finance	Closed-End Fund - Equity	11410	0	5.47	296523500	1.87	3.56	4.04	3.06
BERY	Berry Global Group			25.62	2.36	0	130427600	0	1.21	1.16	9.36
BETR	Amplify Snack Brands Inc			44.37	0.15	0	74738810	0	0.77	1.42	6.5
BF.A	Brown Forman Inc A	Consumer Non-Durables	Beverages (Production/Distribution)	0	0	0	0	0	0	0	0
BF.B	Brown Forman Inc B	Consumer Non-Durables	Beverages (Production/Distribution)	0	0	0	0	0	0	0	0
BFAM	Bright Horizons Family Solutions Inc			46.13	1.87	0	59109310	0	1.89	3.07	6.97
BFK	Blackrock Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.16	0	0	0	0	0	0
BFO	Blackrock Florida Muni 2020 Trust	Finance	Closed-End Fund - Debt	0	0.05	0	0	0	0	0	0
BFR	Bbva Banco Frances S.A.	Finance	Commercial Banks	24.24	0.92	1.15	178876400	0.26	0.91	4.7	4.07
BFS	Saul Centers	Consumer Services	Real Estate Investment Trusts	39.76	1.58	3.29	21794460	2.04	0	6.1	9.31
BFS-C	Saul Centers Inc			0	0	0	0	0	0	0	0
BFS-D	Saul Centers Inc Dep Shs Repstg 1/100Th Pfd Ser			0	0	0	0	0	0	0	0
BFZ	Blackrock California Muni Trust	Finance	Closed-End Fund - Debt	0	-0.186	0	0	0	0	0	0
BG	Bunge Ltd	Consumer Non-Durables	Packaged Foods	19.96	3.5	2.63	140647400	1.84	2.09	0.21	1.5
BGB	Blackstone / Gso Strategic Cre			0	0	0	0	0	0	0	0
BGC	General Cable Corp	Basic Industries	Telecommunications Equipment	0	-3.56	3.38	49523810	0.72	2.84	0.29	8.82
BGCA	Bgc Partners Inc			68.7746	0.378	0	4500170	0	0	0.0445	8.6955
BGG	Briggs & Stratton Corp	Energy	Industrial Machinery/Components	18.76	1.31	2.18	42717660	0.56	-0.42	0.61	1.96
BGH	Babson Capital Global Short Du	Basic Materials	Oil & Gas Pipelines	0	1.88	0	0	0	0	0	0
BGIO	Blackrock 2022 Global Income Opportunity Trust			0	0	0	0	0	0	0	0
BGR	Blackrock Energy and Resources Trust	Finance	Closed-End Fund - Equity	0	3.28	0	0	0	0	0	0
BGS	B&G Foods Holdings	Consumer Non-Durables	Packaged Foods	21.85	1.52	5.65	66366360	1.86	7.99	1.44	2.78
BGT	Blackrock Global			0	0.93	0	0	0	0	0	0
BGX	Blackstone Gso Long Short Credit Fund			0	0	0	0	0	0	0	0
BGY	Blackrock International	Energy		0	-0.15	0	0	0	0	0	0
BH	Biglari Holdings Inc	Consumer Services	Restaurants	27.16	13.15	0	2066999	0	-13.14	0.87	1.37
BHE	Benchmark Electronics	Technology	Electrical Products	22.65	1.36	0	50000000	0	1.64	0.64	1.08
BHGE	Baker Hughes A Ge Co. Cl. A			0	0.83	2.27	428115000	0.68	0	0	0
BHK	Blackrock Core Trust	Finance	Closed-End Fund - Foreign	0	8.5	0	0	0	0	0	0
BHLB	Berkshire Hills Bancorp			21.81	1.81	2.14	40000000	0.84	1.71	4.66	1.24
BHP	Bhp Billiton Ltd	Basic Industries	Precious Metals	18.41	2.21	4.23	2661830000	1.72	0	2.81	1.9
BHVN	Biohaven Pharmaceutical Holding Company Ltd			0	-7.54	0	35847880	0	0	0	5.62
BID	Sotheby's Holdings	Miscellaneous	Business Services	36.76	1.39	0	52693210	0	1.75	2.97	4.94
BIF	Boulder Growth & Income Fund Inc	Finance	Closed-End Fund - Debt	0	1.43	0	0	0	0	0	0
BIG	Big Lots	Consumer Services	Department/Specialty Retail Stores	13.43	3.86	1.91	42454650	1	0.89	0.43	3.79
BIO	Bio-Rad Laboratories	Capital Goods	Biotechnology: Laboratory Analytical Instruments	438.95	0.51	0	29624960	0	5.44	3.14	2.32
BIO.B	Bio Rad Labs Cl B	Capital Goods	Biotechnology: Laboratory Analytical Instruments	0	0	0	0	0	0	0	0
BIOA	Bioamber Inc			0	-0.73	0	37111110	0	0	2.07	0.32
BIP	Brookfield Infrastructure Partners LP	Public Utilities	Electric Utilities: Central	93.41	0.46	4.09	259764700	1.74	1.32	3.95	2.59
BIT	Blackrock Multi-Sector Income T			0	0	0	0	0	0	0	0
BITA	Bitauto Holdings Ltd	Technology	EDP Services	0	-1.41	0	69840600	0	59	3.18	2.33
BJZ	Blackrock California Muni 2018 Trust	Finance	Closed-End Fund - Debt	0	0.13	0	0	0	0	0	0
BK	Bank of New York Mellon Corp	Finance	Major Banks	15.46	3.37	1.83	1033180000	0.96	1.7	3.47	1.48
BK-C	The Bank of New York Mellon Co			0	0	0	0	0	0	0	0
BKD	Brookdale Senior Living Inc	Health Care	Hospital/Nursing Management	0	-2.65	0	186652800	0	-0.71	0.44	0.93
BKE	Buckle Inc	Consumer Services	Clothing/Shoe/Accessory Stores	9.59	1.8	5.76	48217970	1	53.55	0.9	1.91
BKH	Black Hills Corp	Public Utilities	Electric Utilities: Central	27.17	2.39	2.73	53472650	1.78	2.8	2.05	2.08
BKHU	Black Hills Corp			51.07	1.37	0	5199972	0	0	0.23	2.33
BKI	Black Knight Inc	Basic Industries	Paper	0	0.57	0	153498400	0	0	0	0
BKK	Blackrock Muni 2020 Trust	Finance	Closed-End Fund - Debt	0	0.4	0	0	0	0	0	0
BKN	Blackrock Investment Quality Municipal	Finance	Closed-End Fund - Debt	0	1.47	0	0	0	0	0	0
BKS	Barnes & Noble	Consumer Services	Other Specialty Stores	20.66	0.35	8.28	72551730	0.6	1.47	0.14	0.96
BKT	Blackrock Income Trust Inc	Finance	Closed-End Fund - Debt	0	0.04	0	0	0	0	0	0
BKU	BankUnited Inc	Finance	Savings Institutions	16	2.23	2.39	106823300	0.84	1.08	3.86	1.46
BLD	Topbuild Corp			35.87	1.8	0	36470410	0	0	1.29	2.44
BLH	Blackrock New York Muni 2018 Trust	Finance	Closed-End Fund - Debt	0	0.029	0	0	0	0	0	0
BLK	Blackrock	Finance	Investment Bankers/Brokers/Service	22.26	21.35	2.11	161597900	10	1.41	6.42	2.6
BLL	Ball Corp	Consumer Durables	Containers/Packaging	60.67	0.7	0.94	351882200	0.4	1.88	1.42	4.17
BLW	Blackrock Limited Duration Income Trust	Finance	Major Banks	0	2.63	0	0	0	0	0	0
BLX	Banco Latinoamericano De Comercio	Finance	Commercial Banks	13.77	2.09	5.35	39263380	1.54	1.55	8.86	1.11
BMA	Banco Macro S.A.	Finance	Commercial Banks	21.12	6.25	1.12	65833330	1.51	0.97	6.58	4.27
BME	Blackrock Health Sciences Trust	Finance	Closed-End Fund - Equity	0	-1.88	0	0	0	0	0	0
BMI	Badger Meter	Capital Goods	Industrial Machinery/Components	38.3	1.15	1.05	28830870	0.46	2.32	3.18	4.63
BML-G	Bank America Dep G			0	0	0	0	0	0	0	0
BML-H	Bank America Dep H			0	0	0	0	0	0	0	0
BML-I	Bank America Dep I			0	0	0	0	0	0	0	0
BML-J	Bank America Dep J			0	0	0	0	0	0	0	0
BML-L	Bank America Dep L			0	0	0	0	0	0	0	0
BMO	Bank of Montreal	Finance	Commercial Banks	11.66	6.69	3.71	648974300	2.89	3.82	2.9	1.59
BMS	Bemis Company	Consumer Durables	Containers/Packaging	20.29	2.22	2.67	90706980	1.2	3.55	1.04	3.36
BMY	Bristol-Myers Squibb Company	Consumer Durables	Major Pharmaceuticals	21.89	2.74	2.56	1639973000	1.56	1.93	4.94	6.8
BNED	Barnes & Noble Education Inc C			0	-0.04	0	46517030	0	0.65	0.15	0.45
BNJ	Blackrock New Jersey Muni Income Trust	Finance	Closed-End Fund - Debt	0	-0.15	0	0	0	0	0	0
BNS	Bank of Nova Scotia	Finance	Major Banks	12.24	5.28	3.94	1198328000	2.53	2.87	3.77	1.75
BNY	Blackrock New York Muni Trust Inc	Finance	Closed-End Fund - Debt	0	-0.106	0	0	0	0	0	0
BOE	Blackrock Global	Finance	Closed-End Fund - Equity	0	0.18	0	0	0	0	0	0
BOH	Bank of Hawaii Corp	Finance	Major Banks	19.41	4.28	2.51	42630060	2.08	2.09	5.78	2.92
BOOT	Boot Barn Holdings Inc			16.22	0.54	0	26591530	0	1.93	0.37	1.29
BORN	China New Borun Corp	Consumer Non-Durables	Beverages (Production/Distribution)	2.63	0.51	0	25723880	0	0	0.1	0.12
BOX	Box Inc	Basic Materials	Synthetics	0	-1.18	0	133672500	0	116.54	6.35	68.47
BP	BP Plc	Energy	Integrated oil Companies	34.12	1.15	6.21	3281074000	2.4	0.24	0.6	1.31
BPI	Bridgepoint Education	Consumer Services	Other Consumer Services	0	-0.17	0	29087840	0	1.04	0.56	1.92
BPK	Blackrock Muni 2018 Trust	Finance	Closed-End Fund - Debt	0	0.07	0	0	0	0	0	0
BPL	Buckeye Partners LP	Energy	Natural Gas Distribution	14.53	3.62	9.7	141198900	5.05	10.44	2.12	1.68
BPMP	BP Midstream Partners LP			0	0	0	0	0	0	0	0
BPT	BP Prudhoe Bay Royalty Trust	Energy	Integrated oil Companies	5.48	3.46	14.27	21398950	2.7	0	5.4	676.79
BQH	Blackrock New York Muni Trust	Finance	Closed-End Fund - Debt	0	0.034	0	0	0	0	0	0
BR	Broadridge Financial Solutions Llc	Miscellaneous	Business Services	31.83	2.7	1.72	116463100	1.46	1.93	2.39	9.87
BRC	Brady Corp	Consumer Durables	Miscellaneous manufacturing industries	21.15	1.83	2.18	51295340	0.83	2.49	1.77	2.82
BRFS	Brf-Brasil Foods S.A.	Consumer Non-Durables	Meat/Poultry/Fish	0	-0.35	0	799278000	0	-116.7	1.04	3
BRK.A	Berkshire Hath Hld A	Finance	Property-Casualty Insurers	0	0	0	0	0	0	0	0
BRK.B	Berkshire Hath Hld B	Finance	Property-Casualty Insurers	0	0	0	0	0	0	0	0
BRO	Brown & Brown	Finance	Specialty Insurers	26.13	1.9	1.22	139492800	0.6	4.46	3.79	2.77
BRS	Bristow Group Inc	Transportation	Transportation Services	0	-5.27	0	35327270	0	0.05	0.23	0.25
BRSS	Global Brass and Copper Holdin			17.2	2.04	0.69	21903990	0.24	1.3	0.52	6.14
BRT	BRT Realty Trust	Consumer Services	Real Estate Investment Trusts	12.9	0.79	6.99	14024560	0.72	0	1.46	0.89
BRX	Brixmor Property Group Inc			18.44	0.98	5.88	305000000	1.04	1.57	4.18	1.85
BSAC	Banco Santander-Chile Ads			15.4	2	3.47	471103900	1.07	1.59	6.43	3.09
BSBR	Banco Santander Brasil S.A.	Finance	Commercial Banks	13.91	0.66	1.88	3751634000	0.17	0.84	3.58	1.22
BSD	Blackrock Strategic Muni Trust Inc	Finance	Closed-End Fund - Debt	0	1.12	0	0	0	0	0	0
BSE	Blackrock New York Muni Income Trust	Finance	Closed-End Fund - Debt	0	0.018	0	0	0	0	0	0
BSL	Blackstone Gso Senior Floating Rate			0	0	0	0	0	0	0	0
BSM	Black Stone Minerals LP			24.09	0.74	7.17	196277500	1.25	1.42	10.3	4.44
BSMX	Grupo Financiero Santander Mexico			11.24	0.76	7.71	1355814000	0.65	2.26	3.95	1.77
BST	Blackrock Science and Technolo			0	0	0	0	0	0	0	0
BSTI	Best Inc ADR			0	-3.61	0	226898400	0	0	0	0
BSX	Boston Scientific Corp	Health Care	Medical/Dental Instruments	50.98	0.56	0	1372281000	0	2.16	4.54	5.46
BT	Bt Group Plc	Public Utilities	Telecommunications Equipment	16.51	1.06	7.45	1987429000	1.36	-0.85	1.11	3.31
BTA	Blackrock Long-Term Muni Advantage Trust			0	1.11	0	0	0	0	0	0
BTE	Baytex Energy Corp	Energy	Oil & Gas Production	0	-1.39	0	235450200	0	-0.91	0.89	0.34
BTI	British American Tobacco Industries			21.87	3	3.39	1858036000	2.22	0	5.83	11.94
BTO	John Hancock Bank and Thrift Fund	Finance	Closed-End Fund - Equity	0	10.28	0	0	0	0	0	0
BTT	Blackrock Municipal Target Term			0	0	0	0	0	0	0	0
BTU	Peabody Energy Corp	Energy	Coal Mining	0	-6.37	0	100358400	0	0	0.59	1.3
BTZ	Blackrock Preferred			0	1.2	0	0	0	0	0	0
BUD	Anheuser-Busch Inbev S.A.	Consumer Non-Durables	Beverages (Production/Distribution)	59.67	2.01	3.24	1933662000	3.9	1.33	4.44	3.2
BUI	Blackrock Utility and Infrastr			0	0	0	0	0	0	0	0
BURL	Burlington Stores Inc			25.1	3.62	0	68119300	0	1.21	1.07	0
BVN	Compania Mina Buenaventura S.A.	Basic Industries	Precious Metals	0	-1.43	0.63	307857200	0.09	0.27	3.91	1.48
BW	Babcock & Wilcox Enterprises I	Capital Goods	Industrial Specialties	0	-4.51	0	48879900	0	-0.13	0.13	0.49
BWA	Borgwarner Inc	Capital Goods	Auto Parts:O.E.M.	58.94	0.9	1.05	211083800	0.56	2.02	1.22	3.12
BWG	Legg Mason Bw Global Income Op			0	0	0	0	0	0	0	0
BWP	Boardwalk Pipeline Partners LP	Public Utilities	Natural Gas Distribution	12.74	1.09	2.88	250359700	0.4	1.86	2.66	0.79
BWXT	Bwx Technologies Inc			31.73	1.89	0.73	99283690	0.44	2.34	3.69	22.64
BX	The Blackstone Group LP	Finance	Investment Managers	15.06	2.22	5.25	648955200	1.76	0.58	3.42	3.35
BXC	Bluelinx Holdings Inc	Capital Goods	Wholesale Distributors	2.67	3.18	0	9097993	0	0	0.04	0
BXE	Bellatrix Exploration Ltd			0	-0.8	0	49378150	0	-0.09	0.56	0.17
BXG	Bluegreen Vacations Corporation	Finance	Real Estate	10.04	0.96	0	31557630	0	0	0.69	1
BXMT	Blackstone Mortgage Trust Inc Cl A			13.75	2.33	7.75	94746720	2.48	-314	10.04	1.2
BXMX	Nuveen Equity Premium			0	1.11	6.52	0	0.91	0	0	0
BXP	Boston Properties	Consumer Services	Real Estate Investment Trusts	41.09	2.95	2.47	154334700	3	21.72	7.3	3.33
BXP-B	Boston Properties Inc			0	0	0	0	0	0	0	0
BXS	Bancorpsouth Inc	Finance	Major Banks	19.86	1.62	1.74	91162790	0.56	3.86	3.95	1.74
BY	Byline Bancorp Inc			0	2.85	0	29305060	0	0	0	0
BYD	Boyd Gaming Corp	Consumer Services	Hotels/Resorts	7.69	3.79	0.73	112676100	0.2	0.81	1.34	3.01
BYM	Blackrock Muni Income Quality Trust	Finance	Closed-End Fund - Debt	0	0.06	0	0	0	0	0	0
BZH	Beazer Homes USA	Capital Goods	Homebuilding	0	-0.09	0	31970910	0	6.16	0.33	0.96
C	Citigroup Inc	Finance	Major Banks	14.26	5.18	1.73	2643969000	1.28	1.26	3.05	0.94
C-C	Citigroup Inc Prfd C 5.8 P12/31/49 +C			0	0	0	0	0	0	0	0
C-J	Citigroup Inc Prfd C V7.125 P12/31/49 J			0	0	0	0	0	0	0	0
C-K	Citigroup Inc Prfd C V6.875 P12/31/49 K			0	0	0	0	0	0	0	0
C-L	Citigroup Inc Prfd C 6.875 P12/31/49 L			0	0	0	0	0	0	0	0
C-N	Citigroup Cap Prfd C V7.875 10/30/40	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
C-P	Citigroup Inc Prfd C 8.125 P12/31/49 Aa			0	0	0	0	0	0	0	0
C-S	Citigroup Inc Prfd C 6.3			0	0	0	0	0	0	0	0
C.A	Citigroup Inc Wrnt 'A'			0	0	0	0	0	0	0	0
CAA	Calatlantic Group Inc			11.13	3.63	0.4	110259600	0.16	1.42	0.66	1.04
CAAP	Corporacion America Airports Sa			0	0	0	0	0	0	0	0
CABO	Cable One Inc			37.95	18.62	1	5730294	7	11.12	4.65	7.96
CACI	Caci International	Technology	EDP Services	22.15	6.53	0	24472870	0	3.46	0.81	1.97
CADE	Cadence Bancorporation Class A			20.62	1.17	0	83780440	0	0	5.53	1.51
CAE	Cae Inc	Energy	Industrial Machinery/Components	23.29	0.76	1.67	269165200	0.29	2.71	2.06	2.74
CAF	Morgan Stanley China A Share Fund Inc			0	0	0	0	0	0	0	0
CAG	Conagra Brands Inc	Consumer Non-Durables	Packaged Foods	24.22	1.39	2.52	408429800	0.85	1.47	1.76	3.59
CAH	Cardinal Health	Health Care	Other Pharmaceuticals	15.39	4.03	2.86	316400600	1.85	2.06	0.16	3.01
CAI	Cai International	Consumer Services	Technical Services	54.5	0.69	0	19170100	0	1.8	2.21	1.47
CAJ	Canon Inc	Miscellaneous	Industrial Machinery/Components	22.91	1.64	3.66	1079670000	1.35	7.59	1.16	1.55
CAL	Caleres Inc	Consumer Services	Major Airlines	21.11	1.41	0.92	43039680	0.28	0.93	0.49	2.05
CALX	Calix Inc	Consumer Services	Telecommunications Equipment	0	-1.28	0	50307410	0	-0.23	0.55	1.66
CAPL	Crossamerica Partners LP			0	-0.03	9.99	33859920	2.51	-628	0.45	4.62
CARS	Cars.Com Inc			11.31	2.13	0	71517670	0	1.21	2.77	1.18
CAT	Caterpillar Inc	Capital Goods	Construction/Ag Equipment/Trucks	769.89	0.18	2.26	590958500	3.12	0.54	2.03	5.78
CATO	Cato Corp	Consumer Services	Clothing/Shoe/Accessory Stores	20.47	0.63	9.88	24830250	1.32	1.57	0.38	0.91
CB	Chubb Ltd	Finance	Property-Casualty Insurers	13.43	11.38	1.86	465401000	2.84	6.1	2.23	1.43
CBA	Clearbridge American Energy ML	Consumer Services	Trucks & Other Vehicles	0	0	0	0	0	0	0	0
CBB	Cincinnati Bell Inc	Public Utilities	Telecommunications Equipment	11.86	1.64	0	42174810	0	4.99	0.71	0
CBB-B	Cincinnati Bell Pr B			0	0	0	0	0	0	0	0
CBD	Companhia Brasileira De Distribuicao	Consumer Services	Food Chains	155.44	0.16	0	265879500	0	3.94	0.47	2
CBG	CBRE Group Inc	Finance	Real Estate	19.21	2.05	0	337058700	0	1.36	1	3.77
CBH	Allianzgi Convertible Income 2024 Target Term Fu	Finance	Major Banks	0	0	0	16500000	0	0	0	0
CBI	Chicago Bridge & Iron Company N.V.	Basic Industries	Engineering & Construction	0	-9.4	0	101368200	0	0.51	0.18	1.57
CBK	Christopher & Banks Corp	Consumer Services	Clothing/Shoe/Accessory Stores	0	-0.68	0	37853660	0	-0.06	0.13	0.79
CBL	Cbl & Associates Properties	Consumer Services	Real Estate Investment Trusts	13.55	0.59	13.1	170639900	1.06	2.75	1.42	1.16
CBL-D	Cbl Pfd D			0	0	0	0	0	0	0	0
CBL-E	Cbl & Associates Properties I			0	0	0	0	0	0	0	0
CBM	Cambrex Corp	Consumer Durables	Major Pharmaceuticals	17.03	2.74	0	32727270	0	1.06	3.1	3.4
CBO	Cbo Common Stock			0	0	0	0	0	0	0	0
CBPX	Continental Building Products			24.24	1.09	0	38330170	0	1.15	2.14	3.31
CBS	CBS Corp	Consumer Services	Broadcasting	144.4	0.39	1.26	401585900	0.72	0.85	1.74	8.75
CBS.A	CBS Corp			0	0	0	0	0	0	0	0
CBT	Cabot Corp	Basic Industries	Major Chemicals	16.81	3.57	2.1	62145950	1.26	1.87	1.43	2.71
CBU	Community Bank System	Finance	Major Banks	26.09	2.09	2.5	50595780	1.36	2.11	6.13	1.75
CBZ	Cbiz Inc	Miscellaneous	Business Services	20.41	0.85	0	54326960	0	1.3	1.11	1.76
CC	Chemours Company	Consumer Services	Electronics Stores	37.45	1.53	0.21	184868100	0.12	10.57	1.82	18.44
CCC	Calgon Carbon Corp	Basic Industries	Major Chemicals	154.68	0.14	0.93	50697680	0.2	6.14	1.96	2.76
CCE	Coca Cola European Partners	Consumer Non-Durables	Beverages (Production/Distribution)	21.21	1.93	2.45	484210500	1.01	1.25	1.51	2.53
CCI	Crown Castle International Corp	Consumer Services	Telecommunications Equipment	82.35	1.25	4.07	406240900	4.2	6.04	10.28	4.98
CCI-A	Crown Castle International Corp			0	0	0	0	0	0	0	0
CCJ	Cameco Corp	Basic Industries	Precious Metals	0	-0.05	3.63	396385500	0.32	3.44	1.76	0.83
CCK	Crown Cork & Seal Company	Consumer Durables	Containers/Packaging	16.98	3.49	0	135313000	0	2.02	0.97	12.95
CCL	Carnival Corp	Consumer Services	Marine Transportation	18.28	3.68	2.72	721023700	1.8	1.39	2.79	1.99
CCM	Concord Medical Services	Health Care	Medical/Nursing Services	0	-1.1	0	43542860	0	0	2.45	0.93
CCO	Clear Channel Outdoor Holdings	Consumer Services	Advertising	41	0.1	0	360975600	0	-14.81	0.55	0
CCR	Consol Coal Resources LP			0	0	0	0	0	0	0	0
CCS	Century Communities Inc	Consumer Services	Television Services	11.49	2.38	0	22499090	0	0.48	0.57	1.17
CCT	Corporate Capital Trust Inc	Consumer Services	Television Services	18.83	1.37	6.79	2749110000	1.752	0	1.55	1.52
CCU	Compania Cervecerias Unidas S.A.	Consumer Non-Durables	Beverages (Production/Distribution)	26.16	1.07	1.87	184681500	0.53	1.9	1.98	2.95
CCZ	Comcast Corp	Consumer Services	Television Services	0	1.172	0	0	0	0	0	0
CDE	Coeur Mining Inc	Basic Industries	Precious Metals	19.82	0.38	0	180865000	0	-1.25	1.91	1.75
