Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
AADR	Advisorshares Dorsey Wright ADR			0	0	0	0	0	0	0	0
AAMC	Altisource Asset			0	-3.78	0	1572026	0	0	6.98	0
AAU	Almaden Minerals	Basic Industries	Precious Metals	0	-0.037	0	100009900	0	0	0	1.9849
ABE	Aberdeen EM Smaller Company Fund			0	1.25	0	0	0	0	0	0
ACIM	ACWI IMI MSCI ETF SPDR			0	0	0	0	0	0	0	0
ACSI	American Customer Satisfaction Core Alpha ETF			0	0	0	0	0	0	0	0
ACU	Acme United Corp	Capital Goods	Industrial Machinery/Components	15.293	1.51	1.97	3371152	0.44	1.51	0.603	1.527
ACWF	Ishares Global Multifactor ETF			0	0	0	0	0	0	0	0
ACWV	All Country World Min Vol MSCI Ishares			0	0	0	0	0	0	0	0
ACY	Aerocentury Corp	Technology	Diversified Commercial Services	12.84	0.97	0	1416064	0	0	0.6	0.44
ADZ	DB Agriculture -1X ETN Powershares			0	0	0	0	0	0	0	0
AE	Adams Resources & Energy	Energy	Oil Refining/Marketing	0	-0.82	2.13	4217062	0.88	0	0.15	1.17
AFK	Africa Index ETF Vaneck			0	0	0	0	0	0	0	0
AFTY	CSOP FTSE China A50 ETF			0	0	0	0	0	0	0	0
AGA	DB Agriculture -2X ETN Powershares			0	0	0	0	0	0	0	0
AGF	DB Agriculture ETN Powershares			0	0	0	0	0	0	0	0
AGG	Aggregate Bond Ishares	Finance	Closed-End Fund - Equity	0	0.97	0	0	0	0	0	0
AGGE	IQ Enhanced Core Bond U.S. ETF			0	0	0	0	0	0	0	0
AGGP	IQ Enhanced Core Plus Bond U.S.			0	0	0	0	0	0	0	0
AGGY	Wisdomtree Yield Enhcd US Agg Bond Fund			0	0	0	0	0	0	0	0
AGQ	Ultra Silver Proshares			0	0	0	0	0	0	0	0
AGT	Argentina Index MSCI Ishares	Basic Materials	Gold	0	-0.1	0	0	0	0	0	0
AGZ	Agency Bond Ishares			0	0	0	0	0	0	0	0
AIEQ	Ai Powered Equity ETF			0	0	0	0	0	0	0	0
AINC	Ashford Inc			0	-5.69	0	2021037	0	0	1.97	4.16
AIRI	Air Industries Group Inc			0	-2.34	0	14251800	0	0	0.29	0.42
AKG	Asanko Gold Inc			18.1491	0.053	0	203451500	0	0	0.7531	0.4511
ALD	Asia Local Debt ETF Wisdomtree			0	-2.91	0	0	0	0	0	0
ALFA	Alphaclone Alternative Alpha ETF			0	0	0	0	0	0	0	0
ALFI	Alphaclone International ETF			0	0	0	0	0	0	0	0
ALN	American Lorain Corp	Consumer Non-Durables	Packaged Foods	0	0	0	38281250	0	0	0.06	0.06
ALO	Alio Gold Corp			3.09	1.32	0	43674880	0	0	1.39	0.9
ALTS	Mstar Alternative Solutions Proshares			0	0	0	0	0	0	0	0
AMJ	Alerian MLP Index ETN JP Morgan			0	0	0	0	0	0	0	0
AMJL	X-Links Mthy Pay 2X Leveraged Alerian MLP			0	0	0	0	0	0	0	0
AMLP	Alps Alerian MLP ETF			0	0	0	0	0	0	0	0
AMLX	Oil Hedged MLP Income ETF			0	0	0	0	0	0	0	0
AMPE	Ampio Pharmaceutical			0	-0.21	0	68233650	0	0	0	19.82
AMS	American Shared Hospital Services	Health Care	Medical Specialities	14.42	0.21	0	5710000	0	0	0.89	0.8
AMU	Etracs Alerian MLP Index ETN			0	0	0	0	0	0	0	0
AMUB	Etracs Alerian MLP ETN Series B			0	0	0	0	0	0	0	0
AMZA	Infracap MLP ETF			0	0	0	0	0	0	0	0
ANGL	Fallen Angel HY Bond ETF Vaneck			0	-0.04	0	0	0	0	0	0
AOA	S&P Aggressive Allocation Ishares			0	0	0	0	0	0	0	0
AOK	S&P Conservative Allocation Ishares			0	0	0	0	0	0	0	0
AOM	S&P Moderate Allocation Ishares			0	0	0	0	0	0	0	0
AOR	S&P Growth Allocation Ishares			0	0	0	0	0	0	0	0
APHB	Ampliphi Biosciences Corp			0	-10.05	0	8747748	0	0	91.54	0.98
APT	Alpha Pro Tech	Health Care	Industrial Specialties	20.15	0.21	0	15106020	0	0	1.42	1.88
ARCM	Arrow Reserve Capital Management ETF			0	0	0	0	0	0	0	0
ARGT	G-X FTSE Argentina 20 ETF			0	0	0	0	0	0	0	0
ARKG	Ark Genomic Revolution Multi-Sector ETF			0	0	0	0	0	0	0	0
ARKK	Ark Innovation ETF			0	0	0	0	0	0	0	0
ARKQ	Ark Industrial Innovation ETF			0	0	0	0	0	0	0	0
ARKW	Ark Web X.0 ETF			0	0	0	0	0	0	0	0
ARN.P	Arconic Inc Pf 3.75			0	0	0	0	0	0	0	0
ASB.W	Associated Banc-Corp WT			0	0	0	0	0	0	0	0
ASEA	G-X FTSE Asean 40 ETF			0	0	0	0	0	0	0	0
ASHR	Db-Xt Harvest CSI 300 China A			0	0	0	0	0	0	0	0
ASHS	Db-Xt Harvest CSI 500 China A			0	0	0	0	0	0	0	0
ASHX	Db-Xt CSI 300 China A Hgd Eq			0	0	0	0	0	0	0	0
ASM	Avino Silver & Gold			17.6	0.08	0	52454540	0	0	1.92	1.05
AST	Asterias Biotherapeutics Inc			0	-0.75	0	49976470	0	0	20.3	3.37
ATMP	Barclays Plus Select MLP ETN			0	-0.5	0	0	0	0	0	0
ATNM	Actinium Pharmaceuticals Inc			0	-0.52	0	80014930	0	0	0	4.3
AUG	Auryn Resources Inc			0	-0.039	0	77027700	0	0	0	0
AUMN	Golden Minerals Co	Basic Industries	Precious Metals	0	-0.019	0	91831330	0	0	5.348	4.483
AUSE	Australia Dividend Wisdomtree			0	0	0	0	0	0	0	0
AWX	Avalon Holdings Corp	Public Utilities	Environmental Services	0	-0.1	0	3805128	0	0	0.12	0.2
AXJL	Asia Pacific Ex-Japan Wisdomtree			0	0	0	0	0	0	0	0
AXJV	Asia Ex Japan Mini Ishares ETF			0	0	0	0	0	0	0	0
AXU	Alexco Resource Corp	Basic Industries	Precious Metals	0	-0.05	0	101163800	0	0	13.43	1.37
AYT	GEMS Asia 8 ETN Ipath			0	0	0	0	0	0	0	0
BAB	Build America Bond Powershares			0	2.07	0	0	0	0	0	0
BAL	DJ-UBS Cotton TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
BAR	Graniteshares Gold Trust Shares of Beneficial In			0	0	0	39975	0	0	0	0
BBC	Bioshares Biotech Clinical Trial			0	0	0	0	0	0	0	0
BBP	Bioshares Biotech Products			0	0	0	0	0	0	0	0
BBRC	Columbia Beyond Brics ETF			0	0	0	0	0	0	0	0
BCD	All Commodity Longer Dated Strategy ETF			0	0	0	0	0	0	0	0
BCI	All Commodity Strategy K-1 Free ETF			0	0	0	0	0	0	0	0
BCM	Broad Commodity Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
BCV	Bancroft Convertible Fund	Finance	Closed-End Fund - Debt	0	0.88	4.6	0	1	0	0	0
BCV-A	Bancroft Fund Ltd			0	0	0	0	0	0	0	0
BDCL	Wells Fargo 2X Bus Dv Cm ETN UBS E-Tracs			0	0	0	0	0	0	0	0
BDCS	Wells Fargo Bus Dev Comp ETN			0	0	0	0	0	0	0	0
BDCZ	Etracs Wells Fargo Business Dev ETN			0	0	0	0	0	0	0	0
BDD	DB Base Metals 2X ETN Powershares			0	0	0	0	0	0	0	0
BDL	Flanigan's Enterprises	Consumer Services	Restaurants	13.52	1.59	0.91	1857809	0.2	0	0.39	1.29
BDR	Blonder Tongue Laboratories	Technology	Radio And Television Broadcasting And Communications Equipment	0	-0.18	0	8121951	0	0	0.14	0.49
BEF	Energy Commodity Longer Dated Strategy ETF			0	0	0	0	0	0	0	0
BEMO	Aptus Behavioral Momentum ETF			0	0	0	0	0	0	0	0
BERN	Bernstein U.S. Research Fund			0	0	0	0	0	0	0	0
BFOR	Barron's 400			0	0	0	0	0	0	0	0
BFY	Blackrock New York Muni Trust II	Finance	Closed-End Fund - Debt	0	0.04	4.96	0	0.73	0	0	0
BGI	Birks Group Inc			7.81	0.27	0	17962090	0	0	0.12	2.78
BGSF	Bg Staffing			19.47	0.92	5.56	8758755	1	0.88	0.61	3.83
BHB	Bar Harbor Bankshares	Finance	Major Banks	22.67	1.4	2.36	15420090	0.75	0	5.8	1.4
BHV	Blackrock Virginia Muni Trust	Finance	Closed-End Fund - Debt	0	0.194	4.12	0	0.76	0	0	0
BIBL	Inspire 100 ETF			0	0	0	0	0	0	0	0
BIL	1-3 Month T-Bill Barclays Capital SPDR			0	0	0	0	0	0	0	0
BIV	Interm Term Bond ETF Vanguard			0	0	0	0	0	0	0	0
BIZD	Bdc Income Vaneck ETF			0	0	0	0	0	0	0	0
BJJN	Nickel Subindex Total Return ETN			0	0	0	0	0	0	0	0
BJK	Gaming ETF Vaneck			0	0	0	0	0	0	0	0
BJO	Coffee Subindex TR ETF Ipatha Series B Bloomberg			0	0	0	0	0	0	0	0
BKF	BRIC Index MSCI Ishares			0	0	0	0	0	0	0	0
BKJ	Bancorp of New Jersey Inc	Finance	Major Banks	29.54	0.61	0	6707263	0	0	5.04	1.5
BKLN	Senior Loan Portfolio Powershares			0	0	0	0	0	0	0	0
BLE	Blackrock Muni Income Trust II	Finance	Closed-End Fund - Debt	0	0.22	5.78	0	0.88	0	0	0
BLES	Inspire Global Hope Large Cap ETF			0	0	0	0	0	0	0	0
BLHY	Virtus Dynamic Credit ETF			0	0	0	0	0	0	0	0
BLJ	Blackrock New Jersey Muni Trust	Finance	Closed-End Fund - Debt	0	-0.06	4.93	0	0.74	0	0	0
BLNG	Precious Metals Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
BLOK	Amplify Transformational Data Sharing ETF			0	0	0	0	0	0	0	0
BLV	Long Term Bond Index ETF Vanguard			0	0	0	0	0	0	0	0
BND	Total Bond Market ETF Vanguard			0	0	0	0	0	0	0	0
BNDC	Flexshares Core Select Bond Fund			0	0	0	0	0	0	0	0
BNO	US Brent Oil			0	0	0	0	0	0	0	0
BOIL	Ultra DJ-UBS Natural Gas Proshares			0	0	0	0	0	0	0	0
BOM	DB Base Metals -2X ETN Powershares			0	0	0	0	0	0	0	0
BOND	Total Return ETF Pimco			0	0	0	0	0	0	0	0
BOS	DB Base Metals -1X ETN Powershares			0	0	0	0	0	0	0	0
BOSS	G-X Founder-Run Companies ETF			0	0	0	0	0	0	0	0
BPMX	Biopharmx Corporatio			0	-0.315	0	79668460	0	0	185.9914	0
BRF	Brazil Smallcap ETF Vaneck			0	0	0	0	0	0	0	0
BRG	Bluerock Residential Growth Rei			99.91	0.12	10.13	24192340	1.16	-3.18	2.59	1.18
BRG-A	Bluerock Residential Growth Rei			0	0	0	0	0	0	0	0
BRG-C	Bluerock Residential Growth REIT Inc			0	0	0	0	0	0	0	0
BRG-D	Bluerock Residential Growth REIT Inc			0	0	0	0	0	0	0	0
BRGL	Bernstein Global Research Fund			0	0	0	0	0	0	0	0
BRN	Barnwell Industries	Energy	Oil & Gas Production	0	-0.11	0	8275000	0	0	1.65	1.18
BRZU	Direxion Brazil Bull 3X			0	0	0	0	0	0	0	0
BSCI	2018 Corp Bond Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCJ	2019 Corp Bond Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCK	2020 Corp Bond Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCL	2021 Corp Bond ETF Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCM	2022 Corp Bond ETF Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCN	2023 Corp Bond ETF Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCO	2024 Corp Bond ETF Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCP	2025 Corp Bond ETF Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCQ	2026 Corporate Bond ETF Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSCR	Guggenheim Bulletshares 2027 Corporate Bond ETF			0	0	0	0	0	0	0	0
BSJI	2018 HY C Bd ETF Bulletshares Guggenheim			0	0	0	0	0	0	0	0
BSJJ	2019 High Yld Corp Bond ETF Bulletshares Guggenh			0	0	0	0	0	0	0	0
BSJK	2020 High Yld Corp Bond ETF Bulletshares Guggenh			0	0	0	0	0	0	0	0
BSJL	2021 High Yld Corp Bond ETF Bulletshares Guggenh			0	0	0	0	0	0	0	0
BSJM	2022 High Yld Corp Bond ETF Bulletshares Guggenh			0	0	0	0	0	0	0	0
BSJN	2023 High Yld Corp Bond ETF Bulletshares Guggenh			0	0	0	0	0	0	0	0
BSJO	2024 High Yld Corp Bd ETF Bulletshares Guggenhei			0	0	0	0	0	0	0	0
BSJP	Claymore Exchange-Traded Fund Trust ETF			0	0	0	0	0	0	0	0
BSV	Short-Term Bond ETF Vanguard			0	0	0	0	0	0	0	0
BSWN	Velocity VIX Tail Risk			0	0	0	0	0	0	0	0
BTAL	US Anti-Beta Fund Mkt Neutral Quantshares			0	0	0	0	0	0	0	0
BTG	B2Gold Corp			42.37	0.06	0	979999900	0	3.53	3.5	1.6
BTN	Ballantyne Strong Inc	Miscellaneous	Industrial Machinery/Components	0	-0.16	0	14415750	0	0	1.2	2.03
BTX	Biotime Inc	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	4	0.6	0	115802500	0	0	81.83	1.49
BTX.W	Biotime Inc Warrants			0	0	0	0	0	0	0	0
BUY	Uscf Summerhaven Shpei Index Fund			0	0	0	0	0	0	0	0
BUYN	Uscf Summerhaven Shpen Index Fund			0	0	0	0	0	0	0	0
BUZ	Sprott Buzz Social Media Insights ETF			0	0	0	0	0	0	0	0
BVAL	Brand Value ETF			0	0	0	0	0	0	0	0
BVX	Bovie Medical Corp	Health Care	Medical/Dental Instruments	0	-0.16	0	30859260	0	-2.41	3.25	5.2
BWL.A	Bowl Amer Inc Cl A	Consumer Services	Services-Misc. Amusement & Recreation	0	0	0	0	0	0	0	0
BWV	CBOE S&P 500 Buywrite Index ETN Ipath			0	0	0	0	0	0	0	0
BWX	Intl Treasury Bond ETF SPDR			0	0	0	0	0	0	0	0
BWZ	Short-Term Intl Treasury Bond ETF SPDR			0	0	0	0	0	0	0	0
BYLD	Yield Optimized Bond Ishares			0	0	0	0	0	0	0	0
BZF	Wisdomtree Brazilian Real Fund			0	0	0	0	0	0	0	0
BZM	Blackrock Maryland Muni Trust	Finance	Closed-End Fund - Debt	0	0.21	3.82	0	0.57	0	0	0
BZQ	Ultrashort MSCI Brazil Proshares			0	0	0	0	0	0	0	0
CAFE	Coffee Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
CALF	Pacer US Small Cap Cash Cows 100 ETF			0	0	0	0	0	0	0	0
CANE	Teucrium Sugar			0	0	0	0	0	0	0	0
CANF	Can-Fite Biopharma Ltd			0	-0.51	0	17360250	0	0	132.22	7.13
CAPE	Barclays Schiller Cape ETN			0	0	0	0	0	0	0	0
CAW	CCA Industries	Consumer Non-Durables	Package Goods/Cosmetics	14.3565	0.209	0	7005499	0	0	1.0715	2.2984
CBND	Issuer Scd Corp Bond SPDR			0	0	0	0	0	0	0	0
CBON	Chinaamc China Vaneck ETF			0	0	0	0	0	0	0	0
CCA	MFS California Insured Muni Trust	Finance	Closed-End Fund - Equity	0	0	4.74	0	0.55	0	0	0
CCF	Chase Corp	Consumer Durables	Building Products	27.42	4.4	0.59	9286899	0.7	0	4.52	5.6
CCOR	Cambria Core Equity ETF			0	0	0	0	0	0	0	0
CDOR	Condor Hospitality T			0	-0.98	7.94	11630410	0.78	0.58	2.36	1.12
CEF	Central Fund of Canada	Finance	Closed-End Fund - Equity	0	-0.31	0.08	0	0.01	0	0	0
CEFL	Etracs Mt Pay 2X Closed-End Fund ETN			0	0	0	0	0	0	0	0
CEFS	Exchange Listed Funds Trust ETF			0	0	0	0	0	0	0	0
CEI	Camber Energy Inc			0	-6.936	0	34175440	0	0	0.9526	0
CEMB	Emrg Mkts Corporate Bond Fund Ishares			0	0	0	0	0	0	0	0
CET	Central Securities Corp	Finance	Closed-End Fund - Equity	4.074	6.574	3.69	24810160	0.98	0	58.054	0.889
CEV	Eaton Vance California Muni Income Trust	Finance	Closed-End Fund - Debt	0	0.18	3.95	0	0.5	0	0	0
CEW	Wisdomtree Emerging Currency Fund			0	0	0	0	0	0	0	0
CGW	S&P Global Water Guggenheim			0	0	0	0	0	0	0	0
CH	Aberdeen Chile Fund	Finance	Closed-End Fund - Foreign	0	1.17	7.73	0	0.56	0	0	0
CHAD	Direxion CSI 300 China A 1X			0	0	0	0	0	0	0	0
CHAU	Direxion CSI 300 China A 2X			0	0	0	0	0	0	0	0
CHEP	US Value Fund Mkt Neutral ETF Quantshares			0	0	0	0	0	0	0	0
CHGX	Diversified Impact U.S. Large Cap Fossil Fuel F			0	0	0	0	0	0	0	0
CHIE	G-X China Energy ETF			0	0	0	0	0	0	0	0
CHII	G-X China Industrials ETF			0	0	0	0	0	0	0	0
CHIM	G-X China Materials ETF			0	0	0	0	0	0	0	0
CHIQ	G-X China Consumer ETF			0	0	0	0	0	0	0	0
CHIX	G-X China Financials ETF			0	0	0	0	0	0	0	0
CHOC	Cocoa Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
CIK	Credit Suisse Asset Management	Finance	Closed-End Fund - Debt	0	0.53	7.93	0	0.26	0	0	0
CIS.W	Cision Ltd Warrants			0	0	0	0	0	0	0	0
CIX	Compx International Inc	Capital Goods	Industrial Machinery/Components	14.71	0.99	1.38	12426210	0.2	0	1.55	1.36
CJNK	Bofa Crossover Corp Bond ETF SPDR			0	0	0	0	0	0	0	0
CKX	Ckx Lands	Energy	Oil & Gas Production	63.69	0.17	0	1942056	0	0	19.68	1.44
CLIX	Proshares Long Online/Short Stores ETF			0	0	0	0	0	0	0	0
CLM	Cornerstone Strategic Value Fund	Finance	Closed-End Fund - Equity	0	1.1	17.93	0	2.79	0	0	0
CLTL	Treasury Collateral Portfolio PS			0	0	0	0	0	0	0	0
CLY	10+ Year Credit Bond Ishares			0	0	0	0	0	0	0	0
CLYH	Ishares Int-Rate Hedged 10 Year Bond			0	0	0	0	0	0	0	0
CMBS	CMBS Bond Ishares			0	0	0	0	0	0	0	0
CMCL	Caledonia Mining Cp			9.783	0.679	5.21	10533790	0.28	0	0	0
CMDT	DOW Jones-UBS Roll Select Ishares			0	0	0	0	0	0	0	0
CMF	S&P CA Municipal Bond Ishares			0	0	0	0	0	0	0	0
CMT	Core Molding Technologies Inc	Consumer Non-Durables	Plastic Products	26.34	0.9	0.86	7857986	0.2	0	1.05	1.78
CN	Db-Xt MSCI All China Eq	Technology	Telecom Services - Foreign	0	0	0	0	0	0	0	0
CNDA	IQ Canada Smallcap ETF			0	0	0	0	0	0	0	0
CNDF	Ishares Consumer Disc Multifactor			0	0	0	0	0	0	0	0
CNHX	CSOP MSCI China A International			0	0	0	0	0	0	0	0
CNSF	Ishares Consumer Staple Multifactor			0	0	0	0	0	0	0	0
CNXT	Chinaamc Sme-Chn Vaneck ETF			0	-0.34	0	0	0	0	0	0
CNY	RMB/USD ETN Vaneck	Finance	Savings & Loans	0	-0.356	0	0	0	0	0	0
CNYA	Ishares China A ETF			0	0	0	0	0	0	0	0
COHN	Cohen & Co Inc	Finance	Investment Bankers/Brokers/Service	5.2106	1.85	8.08	1266654	0.8	0	0	0
COM	Direxion Auspice Broad Commodity Strategy ETF			0	0	0	0	0	0	0	0
COMB	Commodity Broad Strategy No K-1 ETF			0	0	0	0	0	0	0	0
COMG	GSCI Commodity Broad Strategy No K-1 ETF			0	0	0	0	0	0	0	0
COPX	G-X Copper Miners ETF			0	0	0	0	0	0	0	0
CORN	Teucrium Corn			0	0	0	0	0	0	0	0
CORP	Invest Grade Corp Bd Index ETF Pimco			0	0	0	0	0	0	0	0
COW	DJ-UBS Livestock TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
COWB	Livestock Subindex TR ETN Ipatha Series B Bloomb			0	0	0	0	0	0	0	0
COWZ	Pacer US Cash Cows 100 ETF			0	0	0	0	0	0	0	0
CPER	US Copper			0	0	0	0	0	0	0	0
CPHI	China Pharma Holdings	Consumer Durables	Major Pharmaceuticals	0	-0.193	0	43580680	0	0	0.4958	0.1266
CPI	IQ Real Return ETF	Finance	Property Management	0	0	0	0	0	0	0	0
CQH	Cheniere Energy Partners LP Holdings Llc			325.19	0.08	0.32	231629400	0.08	0.14	282.19	0
CQP	Cheniere Energy Partners LP	Public Utilities	Oil/Gas Transmission	99.86	0.28	6.15	483837000	1.7	0	4.84	19.71
CQQQ	China Technology ETF Guggenheim			0	0	0	0	0	0	0	0
CRAK	Oil Refiners Vaneck ETF			0	0	0	0	0	0	0	0
CRBN	Ishares ACWI Low Carbon Target ETF			0	-0.11	0	0	0	0	0	0
CRF	Cornerstone Strategic Return Fund	Finance	Closed-End Fund - Debt	0	0.77	17.88	0	2.75	0	0	0
CRHM	CRH Medical Corp			0	0.1	0	0	0	0	0	0
CRMD	Cormedix Inc	Consumer Durables	Major Pharmaceuticals	0	-0.655	0	59221450	0	0	98.055	2.185
CROC	Ultrashort Australian Proshares			0	-0.01	0	0	0	0	0	0
CROP	IQ Global Agribusiness Smallcap ETF			0	0	0	0	0	0	0	0
CRVP	Crystal Rock Holdings	Consumer Non-Durables	Food Distributors	44.37	0.02	0	21352110	0	0	0.26	2.97
CSD	Guggenheim S&P Spin-Off ETF			0	0	0	0	0	0	0	0
CSM	Largecap Core Proshares Lus			0	0	0	0	0	0	0	0
CTEK	Cynergis Tek Inc			5.29	0.5	0	9503378	0	0	0	0
CTNN	Cotton Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
CTO	Consolidated-Tomoka Land Co	Finance	Real Estate	11.1	5.27	0.34	5628054	0.2	0	3.23	2.05
CUMB	Virtus Cumberland Municipal Bond ETF			0	0	0	0	0	0	0	0
CUO	Continental Materials Corp	Capital Goods	Building Materials	16.68	1.18	0	1682025	0	0	0.22	0.63
CUPM	Copper Pure Beta ETN Ipath			0	0.008	0	0	0	0	0	0
CURE	Healthcare Bull 3X Direxion ETF			0	0	0	0	0	0	0	0
CUT	Guggenheim MSCI Global Timber ETF			0	0	0	0	0	0	0	0
CVM	Cel-Sci Corp	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-1.54	0	9333333	0	0	102.4	0
CVM.W	Cel-Sci Corp			0	0	0	0	0	0	0	0
CVR	Chicago Rivet & Machine Co	Technology	Industrial Machinery/Components	15.8138	1.954	2.56	966016	0.8	0	0.8278	1.0746
CVRS	Corindus Vascular Robotics Inc			0	-0.26	0	187300000	0	0	46.59	6.2
CVU	CPI Aerostructures	Capital Goods	Military/Government/Technical	13.86	0.66	0	8846070	0	1.01	0.96	1.14
CVY	Multi Asset Income Guggenheim			0	0	0	0	0	0	0	0
CWAI	Cwa Income ETF			0	0	0	0	0	0	0	0
CWB	Convertible Secs Barclays Capital SPDR			0	2.47	0	0	0	0	0	0
CWEB	Direxion CSI China Internet Idx Bull 2X			0	0	0	0	0	0	0	0
CWI	ACWI [Ex-Us] MSCI ETF SPDR			0	3.06	0	0	0	0	0	0
CWS	Advisorshares Focused Equity ETF			0	0.46	0	0	0	0	0	0
CYB	Wisdomtree Chinese Yuan Fund	Consumer Services	Sporting Goods	0	0	0	0	0	0	0	0
CYM	Guggenheim Multi-Asset Income ETF			0	0	0	0	0	0	0	0
CZA	Midcap Core Guggenheim			0	0	0	0	0	0	0	0
DAG	DB Agriculture 2X ETN Powershares			0	0	0	0	0	0	0	0
DALT	Anfield Capital Diversified Alternatives ETF			0	-160.09	0	0	0	0	0	0
DAUD	Citigroup Global Markets Holdings Inc			0	0	0	0	0	0	0	0
DBA	DB Agriculture Fund PS			0	-0.69	0	0	0	0	0	0
DBAP	Db-Xt MSCI Asia Pacific Ex-Japan Hgd Eq			0	0	0	0	0	0	0	0
DBAW	Db-Xt MSCI All World Ex-US Hgd Eq			0	0	0	0	0	0	0	0
DBB	DB Base Metals ETN Powershares			0	1.88	0	0	0	0	0	0
DBBR	Db-Xt MSCI Brazil Hgd Eq			0	0	0	0	0	0	0	0
DBC	DB Commodity Index Powershares	Finance	Closed-End Fund - Equity	0	2.48	0	0	0	0	0	0
DBE	DB Energy Powershares			0	2.65	0	0	0	0	0	0
DBEF	Db-Xt MSCI EAFE Hgd Eq			0	0	0	0	0	0	0	0
DBEM	Db-Xt MSCI EM Mkts Hgd Eq			0	0	0	0	0	0	0	0
DBES	Db-Xt MSCI EAFE Smcp Hgd Eq			0	0	0	0	0	0	0	0
DBEU	Db-Xt MSCI Europe Hgd Eq			0	0	0	0	0	0	0	0
DBEZ	Db-Xt MSCI Eurozone Hdg Eq			0	0	0	0	0	0	0	0
DBGR	Db-Xt MSCI Germany Hgd Eq			0	0	0	0	0	0	0	0
